,sentiment,post
561,0,only pure evil people 😧
562,0,poor baby 😧 I hate people .1
563,0,what a great thing to be 😔 about 😧
564,0,so my hair iand suandlight versus ando light but I waandt to chaandge it and I duandando if I waandt to go darker or bloandder 😔 please help (po
565,0,Hi Ashish! We tried to call your number but got no response 😧 Please share another suitable time and an alternate.. cont1
566,0,Kante why do broke girls 😍 exposing broke niggars so much? Where's the team spirit? 😧
567,0,But i want 😧 that looks so yummy hehehe.
568,0,Don't think I'm pretty enough 😧
569,0,Koalas are dying of thirst and it's all because of us 😧 .6
570,0,did some warm up sketches of some of my faves
571,0,i was going to add bazza
572,0,but i can't
573,0,i just want to wish marissa a 😊 birthday but she keeps ignoring me 😔
574,0,what's wrong with you why don't you like animals 😧
575,0,Someone build house on (4) i cant do it 😧 cant believe this hasn't already been done????
576,0,tulips are my favorite 😧
577,0,Omg I'm 😔 to say that I actually don't remember this! 😧 when did this happen??
578,0,😆 We're getting VM soon wooo
579,0,😧 my 4c struggle is not valid?
580,0,77 ? Old Leyland
581,0,😍 it 😧
582,0,only pure evil people 😧 .1
583,0,sounds family
584,0,this is jimin to yoongi 😧
585,0,Chin up Leo 😆
586,0,slight buzy kasi besh 😧 .1
587,0,Rip tes 100k experience 😆
588,0,please reading this breaks my heart 😧
589,0,mager 😧
590,0,penge damit 😧 .1
591,0,this is jimin to yoongi 😧 .1
592,0,Bapak Tom Cruise.
593,0,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. 😧 .2
594,0,I just watched this kid from produce 101 who performed Chewing Gum omoo poor kid bless his soul 😧
595,0,Definitely my arms 😧
596,0,My moms leaving today to go out of town and I already miss her 😧
597,0,I can't do it all on my own. (See what I did there? ) .1
598,0,When your online crush comes to the meet-up without their Snapchat filter 😧 .2
599,0,and i would never forget about you!!
600,0,fuckin' headache everyday 😧
601,0,Jyoust hyoug me
602,0,hyoug me longer than 10 secs. Hyoug me even when i don%27t want you to 😧
603,0,the saddest part of my day everyday is when ryan has to leave at 5:30 am 😧
604,0,What did he say I'm at work 😧 totally made my day though
605,0,jimin doesnt follow me yet 😧
606,0,I DON'T KNOW WHERE I WAS AT THIS TIME BUT I HAVE RETWEETED NOW AND I'VE BEEN WAITING THE DM FOR A LONG TIME 😧
607,0,need moodbooster juseyo 😧
608,0,i miss you too 😧
609,0,Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds 😧
610,0,hakyeon turns 27 soon oh my god no he's still a baby 😧
611,0,It's gray outside today 😧
612,0,I ordered car yesterday
613,0,dealer said loads of cars were returning due to disabled losing them 😔
614,0,Gotta keep trying before i have to quit to work 😧 pick me please! give
615,0,Definitely my arms 😧 .1
616,0,I literally couldn't see a thing when they were at the back of the stage
617,0,the girl in front of me was
618,0,Definitely my arms 😧 .2
619,0,getting up this morning was a hassle 😧
620,0,My mom knows the struggle of this drystreak I'm on 😧
621,0,Haven't played FM in a long time. I really should. 😧
622,0,Someone messed up 😧 Available**
623,0,I miss my baby 😧 .1
624,0,Yesterday's faci so cute! But he 30+ 😧 Today's faci is old eeyer
625,0,yes jenniessi?
626,0,SO PRECIOUS I REALLY MISS HIM 😧
627,0,Louis_Tomlinson follow me please? 😧
628,0,I WAITED FOR U 😧
629,0,That makes me sad. 😧 I wasn't friends with her like you
630,0,but I liked seeing her posts and 😍 her wri
631,0,I WAITED FOR YOU 😧
632,0,U4v9rr I wish I had noted the gentleman's name 😧 but if you find out who he is
633,0,please do commend him. H
634,0,I do it for 5/6 times a week leh 😔 and yes closing is damn fuck opening so much better
635,0,no one is selling vhope banners what? 😔
636,0,All my irls are coming at me because I meet the boys too much and I don't deserve any of it 😧
637,0,you might set the whole place on fire.
638,0,i'll try 😔 and yes i am 😧
639,0,Goodmorning!! My Parents are taking kids for lunch today- they are off school-Report Card! I'm wor
640,0,yeah 😔
641,0,Streaming later in the day (night stream) since i have to go and take care of the internet contract
642,0,sorry guys 😧
643,0,True 😧
644,0,help me too 😧 as an early birthday gift huhu
645,0,Definitely my arms 😧 .3
646,0,Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand
647,0,baby 😧 (bett
648,0,aww eunji didnt see win today 😔 but congratulations to winner !!!!
649,0,You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half 😧
650,0,i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. 😧
651,0,Hitches Ride For Final 😧
652,0,White genocide is not a thing. Its figment of your imagination. Youre a victim of nothing but disinformation.
653,0,one direction (band) whats going on 😧
654,0,Too bad i can't watch it 😧 that cake is cute and looks delicious
655,0,Definitely my arms 😧 .4
656,0,give me my own AHN MINHYUK juseyoooo 😧
657,0,sorry 😧 i just need sex for the time being
658,0,Definitely my arms 😧 .5
659,0,wants to say HI to you.
660,0,this is jimin to yoongi 😧 .2
661,0,It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat
662,0,Definitely my arms 😧 .6
663,0,come to Miami 😔
664,0,TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another 😧
665,0,my heart 😧
666,0,soph please don%27t win again 😧 jk.. good luck i think you will draw a good poster
667,0,😔 I don't
668,0,unfortunately
669,0,i really feel for that lamp 😧
670,0,sadly I'm not 😧
671,0,last kiss 😧
672,0,WHY ARE YOU WHIMPER AT ME?
673,0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.10
674,0,Been streaminuteg for 45 minute not understanding a thing and still.. 😧
675,0,Why is it so difficult for me to get at least a chance 😧
676,0,for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice 😧
677,0,only take season 9 off
678,0,Definitely my arms 😧 .7
679,0,Definitely my arms 😧 .8
680,0,All of the park areas in Paris are marked as green on Google maps
681,0,but in reality they're just patches of dusty dirt 😧
682,0,ill be at work just a second come on 😧
683,0,and he's still taking over a quarter of the billboard charts while x is
684,0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.11
685,0,Guys please help I tried to smoke some lettuce earlier but now my salad is ruined 😧
686,0,CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? 😧
687,0,instant message still bored 😧
688,0,this is jimin to yoongi 😧 .3
689,0,My heart hurts. 😔 I hate people
690,0,can just see the edge creeping in 😧
691,0,Its not organicthey'll shoehorn it inbut plot character developmentMCU netflix has lesWhat support
692,0,I suddenly miss you ate 😧
693,0,Biggest problem for paper books is storage 😧
694,0,i havent been this early to school since last semester 😧
695,0,Pierces like a bitch 😧
696,0,I think that's one of the hottest part of your body
697,0,wow this is amazing but i won't be in the country 😧
698,0,Definitely my arms 😧 .9
699,0,i want harry's phonecase 😔
700,0,Work at 7 this morning 😧
701,0,jungkook looks like he gives the biggest and warmest hugs 😧
702,0,Ah Baba no idea tori olorun. May I never be a victim of such case
703,0,PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi
704,0,I want to give him everything that makes him 😊 just to see this 😭 😧
705,0,I miss Jamie boy and we're both sick 😧
706,0,what if the one direction (band) itself is the one who's giving up? 😧
707,0,damn ify ate 😧
708,0,Whaaattt
709,0,don't rt to save a guy's life
710,0,Nooo your hair color is pretty
711,0,Koalas are dying of thirst and it's all because of us 😧 .7
712,0,Definitely my arms 😧 .10
713,0,where's justin i miss him 😧
714,0,Someone should bring me breakfast to work 😧
715,0,Thats grim 😧
716,0,oh noooo baby 😧
717,0,I'm so tired 😧
718,0,I miss you Levi 😧
719,0,i left my headphones at home 😧 kms
720,0,I wish I was meeting OA again 😧
721,0,A year ago today is the last time Sakho played for us 😧
722,0,they would have sustained their fame if they did 😧
723,0,I miss him 😧
724,0,ich will ned 😧
725,0,When your online crush comes to the meet-up without their Snapchat filter 😧 .3
726,0,This is by far my worst day of 2017 since January 8th 😧 😆 😆 .
727,0,Note to self: Dont get to attached 😆
728,0,Mine hasn't been sending stuff 😧
729,0,Definitely my arms 😧 .11
730,0,Roc Boyz 😔
731,0,i 😍 you but I can%27t be arsed i don%27t know why people keep saying it 😧
732,0,No Celtics or Bruins today 😧 At least Sale is pitching for the Sox
733,0,I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. 😧
734,0,Nooo your hair color is pretty .1
735,0,Aseek
736,0,Bantay? 😧
737,0,Trying to get in touch with but their numbers appear to be down! 😧
738,0,Need your help guys 😆
739,0,A fish killer going to be pressed younhappy I the hoe of today you were a GOOD person .1
740,0,I need lessons to learn how to start conversations with people and keep chatting with them 😧
741,0,Who hacked me 😧
742,0,Damn you both
743,0,I won't be on till later! 😧
744,0,Lets hope a VIP does this good deed. I want to watch this too . They shouldn't have done thi
745,0,sometimes at night i feel scared and vulnerable 😆
746,0,If you really want to dye it don't go lighter
747,0,how come i didn't get a reminder email this month 😧
748,0,wowwow these are all so cute 😧 i wantt .1
749,0,[PLEASE RT] he'll buy me a blinking taehyung headband.2
750,0,if i get 900 retweets and 900 likes. help me 😧 un.2
751,0,younhappy I'll keep it jyoust for you
752,0,Damn it isn't available here 😧
753,0,it's $10 but also free postage. i wish the seller had yanan and yeo one too. 😧
754,0,Don kray denial of normal bi say
755,0,Same 😧 I've unfollowed so many people ugh
756,0,it's such a negative pit of unhappiness
757,0,its ending soon aah 😧
758,0,Definitely my arms 😧 .12
759,0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.12
760,0,Faltan Russel why Noodle 😧
761,0,yeah i am 😧 thank you so much my angel
762,0,i miss jihoon 😔 .1
763,0,We lost: at Jacksonville
764,0,2010 Week 11
765,0,24-20 😧
766,0,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest 😧 .2
767,0,Guess who's not getting a unicorn frappuccino because they're sold out 😧
768,0,what if the one direction (band) itself is the one who's giving up? 😧 .1
769,0,come back callie gabbie d ghost 😧 i 😍 you both
770,0,😧 oh man..
771,0,it kind of feels like a sunburight now right now 😔 someone please make the nobby things on glasses not slip
772,0,Guess who's not getting a unicorn frappuccino because they're sold out 😧 .1
773,0,Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =(
774,0,Hi! We tried to call your number but got no response 😧 Please share another suitable time and an alternate number.. cont1
775,0,Sooooo feels like a Friday today 😧
776,0,Definitely my arms 😧 .13
777,0,I miss talking to yoyoyou who are yoyou younhappy yoyou can always still talk to me
778,0,This picture makes me 😔 😧
779,0,why can't dogs just live forever 😧
780,0,I understand that look 😔
781,0,my boyfriend mad cute 😧
782,0,i miss minmin 😆
783,0,good morning i had a nightmare and i'm still wondering why maddie hates me. this is only the beginning of the day 😧
784,0,pake 😧
785,0,I miss London already 😧
786,0,jyoustinbieber can you please follow me on daianeryoufato i've been trying for too long 😧 i 😍 you so much baby! xx (April 20
787,0,2017 at 08:45AM)
788,0,Deep scratch ;_;All the paint is gone you see the bare metal. So it needs to be fixed to avoid getting a rusting car soon 😧
789,0,when will you go here in batangas? 😔
790,0,I miss you more 😧
791,0,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. 😧 .3
792,0,this wasnt meant to sound ano 😔
793,0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.13
794,0,One year ago today 😧
795,0,this song will always be one of my faves 😧
796,0,talking to my over driver about where I'm goinghe said he'd 😍 to go to New York too but since Trump it's probably not.4
797,0,fuck get me followers 😧 my ratio is amazing
798,0,mom please stop making cookies
799,0,they're like 90 calories per piece 😧
800,0,I miss the 7/27 costumes 😧
801,0,why did she delete the tweet
802,0,now I need a different pinned tweet 😧
803,0,[thinks about how tfp soundwave is forever trapped in the void realm] 😧
804,0,You deserve better . Hope you'll be okay 😧
805,0,mane has been amazing 😧
806,0,Dammit the effect of the linearts doesn't show so nicely on twitter 😧
807,0,but like HOW LONG IS A WHILE?! i didn't want him to be back but he puts me in such a good mood so i don't want him
808,0,we can get pork katsudon at Tokyo Diner! Tho it doesn't have egg in it 😧
809,0,before anyone else we ass hole 😧
810,0,the anniversary of josh's death 😧
811,0,so sorry I havent been checking my tweets 😧 We are all here for you!
812,0,Aww 😧 I'm on Coeurl
813,0,Oh no 😧
814,0,I liked a video
815,0,my puppies deserves all better 😧
816,0,My husband has a family history with the mafia too but he doesn't know the stories 😔
817,0,WTF Canada 2017 and you are still in the 1700s. I Will Never support
818,0,buy or do anything that supports Canada until
819,0,suuuuuuuuss scared 😆
820,0,One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer 😧
821,0,seem I want to drop this account to wuhyungwon 😧
822,0,Don't ask. Two special issues lined up. 😧
823,0,you got to rest
824,0,man. : (
825,0,Does anyone have a 7 adapter or 7 earbuds i can borrow for the day? Left mine in my car 😧
826,0,I'm staying here in SA 😧
827,0,Preacher...... 😧
828,0,Umma why you do this 😆
829,0,I miss it already 😧
830,0,Well thanks for stoping by 😧
831,0,Why? You don't like blonde hair? 😧
832,0,3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. 😧
833,0,Pozuelo (formerly of Swans) and Suso (Liverpool now AC)
834,0,both look so so good at there current clubs. Shame they never cut it in the PL 😧
835,0,Gorbachev done w/o fear. Thought bold enough to implement his vision on Damp Squib 😧
836,0,WUUT SERIOUSLY?
837,0,Who got to pen today man 😆
838,0,As if this process hasn't been frustrating enough
839,0,it's just got 3 years longer 😧
840,0,Roc Boyz 😔 .1
841,0,Ravel Morrison 😧
842,0,That is super scary 😧
843,0,Same. 😧 I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping.
844,0,talking to my over driver about where I'm goinghe said he'd 😍 to go to New York too but since Trump it's probably not.5
845,0,Ps4 mate
846,0,got to aksis 2nd part and have a CP for him but have never completed it since return on investment dropped laughing out loud 😧
847,0,we left it all unspoken
848,0,we buried it alive and now it's screaming in my head 😆
849,0,DONT LAUGH 😧 MEANIE BASE
850,0,Sorry I didn't make it to the book drive yesterday couldn't get outta work 😧
851,0,yoongi come back 😧
852,0,NOOOO in here is 6.45 ;_; I have classes at that time 😧
853,0,YG should have sent them to MCD. I want to see them holding the trophy 😧 anyways .7
854,0,Call Duration: Before sex: 01:47:36 After sex: 00:00:19 😆
855,0,this is jimin to yoongi 😧 .4
856,0,I'm all fucked up right now 😧
857,0,Definitely my arms 😧 .14
858,0,Last day of the camp tomorrow
859,0,it's been so much fun and I absolutely 😍 the kids!! Don't want it to be over so soon 😧
860,0,Koalas are dying of thirst and it's all because of us 😧 .8
861,0,Think it would drive me mad once the synths and other robots turned up. 😧
862,0,now i don%27t want to go camp 😧
863,0,can I only pick one 😧
864,0,But I'm lonely. 😧
865,0,Hi! We tried to call your number but got no response 😧 Please share another suitable time and an alternate number for.. cont1
866,0,Miss my friends 😧
867,0,The one on the left? I couldn't see it 😧
868,0,not applicablengarag not applicable this 😧 ill find more wonu pictures soon alxmdkcsnx
869,0,please answer request. 😧
870,0,Koalas are dying of thirst and it's all because of us 😧 .9
871,0,most painful thing ever is having feelings for someone you can't be with .. 😧
872,0,No one is offering this poor old lady a seat 😧
873,0,lexxxxxy 😧 youre too nice to me instant message really not eek
874,0,Why am I better at pen then pencil?dafaqcomonI just want to be a good drawer 😧
875,0,mayes 😧 .g
876,0,Thanks for that! Little things like that really help when sleep starts hitting and you don't drink coffee or energy drinks 😧
877,0,i miss them already 😧
878,0,Definitely my arms 😧 .15
879,0,oh my god what the heck i'm so sorry! this was one of my favorites as well 😧
880,0,Scout photobombed my bluebells photo 😔
881,0,Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time 😧
882,0,Still NO sign - it's a very small area ( Gardens ) and it would be very obvious 😔 quite a few eyes now
883,0,but no sign.
884,0,My knee is similar colour to leny Henry's 😧
885,0,Okey 😧
886,0,In so much pain. My eye hurts 😧
887,0,Don't be buffalo 😧
888,0,It's hard to imagine anyone but Robin 😧 but still exciting nonetheless
889,0,at least it's not 80 cad like here 😧 (90 cad with Quebec taxes)
890,0,Ye... I will miss you 😧
891,0,22 is old 😧
892,0,Rl? Serius?
893,0,I feel so awful today 😧 I don't want to go to my internship
894,0,So I may be one of those workers who are not properly compensated 😧
895,0,i 😍 when people or message me w long messages about how beautiful they find joon like 😧 yes i agree keep going
896,0,today hasn't been great 😧
897,0,Used up a month's worth at Laugharne Weekend 😔 (no wi-fi in small Carmarthenshire towns
898,0,let alone for free!)
899,0,Today is 4-20 which is Hitler's birthday 😧
900,0,jungkook looks like he gives the biggest and warmest hugs 😧 .1
901,0,Youngjae looked so 😔 in the video 😧
902,0,babies 😧
903,0,I'll check that out... I was excited about the backup singers but they were way too backup 😧
904,0,First round exit in 15 minutes followed by 45 of tech 😆 😧
905,0,my puppies deserves all better 😧 .1
906,0,resolve is sooo slow on my laptop
907,0,i don't think i'll be ever to edit long videos here 😧 i'll go try another editing software
908,0,I hate throwing up 😧
909,0,As Nani in lies unconscious
910,0,never mind Khushi
911,0,I know I'm not ready to say goodbye 😧 So
912,0,w
913,0,:^) hello
914,0,He's not beating the two favourites here anyway so I'll stop caring about this match
915,0,sob. 😧
916,0,I feel like the 'only environments disable people' argument actually excludes many disabled people
917,0,this is jimin to yoongi 😧 .5
918,0,Baaaper 😧
919,0,Roc Boyz 😔 .2
920,0,Roc Boyz 😔 .3
921,0,So
922,0,last night I had a dream in which I moved to Japan and just so happened to see you! You denied my friendlies request. 😧
923,0,SO PRECIOUS I REALLY MISS HIM 😧 .1
924,0,Oh no 😧 what are you like?! Is it still in shops?
925,0,aando uandhappy i googled it the other day to read the meandu agaiand and it said it was a hoax
926,0,Thank you 😧 i need a certificate signed from God
927,0,Hi Mahima! We share your concern 😧 Please DM us your contact details so that we can get in touch for a detailed.. cont1
928,0,talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me 😧
929,0,Never want to finish desperate housewives what will I do with my life 😧
930,0,Not surprised that I have the least amount of followers out of the whole cast 😔 LOL
931,0,Dear attendees
932,0,I'm very jealous of you all 😧 Please go see 18:40 - Green Room on Sat!
933,0,talking to my over driver about where I'm goinghe said he'd 😍 to go to New York too but since Trump it's probably not.6
934,0,Ok will do! I never had any problems with the old ticket app
935,0,the new one just seems a bit unstable 😧
936,0,We'd 😍 to
937,0,but customs mean we can't send food abroad 😧 We do hope your other Birthday dreams come true
938,0,Unnamed: 938
939,0,freebet any sport except total mkets on handball
940,0,basketball etc theyre all restrict.Threw
941,0,ikr!! 😧 oki welcome sam
942,0,Speech-to-text doesnt understand my accent or Irish names 😧
943,0,this is jimin to yoongi 😧 .6
944,0,there are some rumors going around and videos of his performances on youtube have already been deleted..
945,0,I've Just Wrote 30 Tweets About But Still Didn't Notice Me 😆
946,0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.14
947,0,but why? 😧
948,0,Definitely my arms 😧 .16
949,0,you don't post much lately? school 😧
950,0,U GUYS ARE NOT NOTICING ME 😧
951,0,Koalas are dying of thirst and it's all because of us 😧 .10
952,0,Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not
953,0,just now I saw. But you did not reply 😧
954,0,how to be you piss off 😆 3
955,0,My boo))):
956,0,how about me bes jup 😧
957,0,Andy 😧
958,0,Lage 😧
959,0,I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week 😧
960,0,wish i had someone to cuddle me right now 😧
961,0,Hi Julie
962,0,I'm so sorry to see your tweet 😧 Please could you DM your address details? I will look i
963,0,I'm trying to stay positive but I can't help be jealous of princess Mia's life. All she does is cuddle and eat 😧
964,0,Russell my phone is just 10% is there a possibility or a chance that you would notice me? 😧
965,0,Am away next Thursday 😧 the one after!
966,0,Peacefully sitting here reading my book after work
967,0,watchman comes and threatens me
968,0,assumes Im outsider because of my
969,0,oh shiiiiid noooooor 😧
970,0,Oh well never liked Clay anyway 😧
971,0,😧 😒 😧 feeling sick
972,0,Okay lang friend promise meant to be broken =( HAHAHAHA
973,0,do you even care at all 😧
974,0,One year ago today 😧 .1
975,0,I MISSED YOU A WHOLE LOT 😧
976,0,I know how you feel
977,0,my views have gone done by about 100 monthly 😧
978,0,mane has been amazing 😧 .1
979,0,senior snaps are starting to get so senti aw 😧
980,0,instant message still hoping 😧 .1
981,0,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.15
982,0,😧 sure
983,0,One of my faves too 😧 I'm tying to get it up on Vimeo so you guys can still watch it x
984,0,dang guess my plans are ruined 😧
985,0,Koalas are dying of thirst and it's all because of us 😧 .11
986,0,😧 But if there'll be 1 Silver-that'd be him!
987,0,red velvet too 😧
988,0,my puppies deserves all better 😧 .2
989,0,Che no critiques. 😧
990,0,Feeling so shit today 😧
991,0,beauty
992,0,I face swapped a cat with a dog and it's really upsetting 😧 .4
993,0,Miss the rain 😧
994,0,this is jimin to yoongi 😧 .7
995,0,I'm just really soft spoken 😧
996,0,PLAYMFS: need moodbooster juseyo 😧 jily_jelly
997,0,Koalas are dying of thirst and it's all because of us 😧 .12
998,0,pake 3 😧
999,0,SO PRECIOUS I REALLY MISS HIM 😧 .2
